mot	lemme
systèmes	système
contrôle	contrôle
industriel	industriel
permettant	permettre
d'	de
accroître	accroître
fiabilité	fiabilité
derniers	dernier
garantissant	garantir
contre	contre
certaines	certain
attaques	attaque
informatiques	informatique
trustinsoft	trustinsoft
technologie	technologie
utilisée	utiliser
etats-unis	etats-unis
vient	venir
d'	de
être	être
récompensée	récompenser
national	national
institute	institut
of	of
standards	standard
and	and
technology	technology
nist	nist
mars	mars
dernier	dernier
la	le
société	société
vient	venir
juste	juste
d'	de
avoir	avoir
an	an
elle	lui
compte	compte
dizaine	dizaine
personnes	personne
développe	développer
commercialise	commercialise
produits	produit
n'	ne
ont	avoir
d'	de
équivalent	équivalent
lance	lance
non	non
sans	sans
certaine	certain
fierté	fierté
justifiée	justifier
fabrice	fabrice
derepas	derepas
l'	le
un	un
fondateurs	fondateur
trustinsoft	trustinsoft
directeur	directeur
général	général
et	et
celui-ci	celui-ci
rappeler	rappeler
france	france
n'	ne
abrite	abriter
google	google
microsoft	microsoft
revanche	revanche
elle	lui
compte	compte
myriade	myriade
d'	de
acteurs	acteur
commun	commun
savoir	savoir
développer	développer
bons	bon
logiciels	logiciel
qualité	qualité
c'	ce
est	être
contexte	contexte
fabrice	fabrice
derepas	derepas
pascal	pascal
cuoq	cuoq
benjamin	benjamin
monate	monate
tous	tout
issus	issu
cea	cea
décidé	décider
lancer	lancer
l'	le
aventure	aventure
créant	créer
propre	propre
entreprise	entreprise
objectif	objectif
rendre	rendre
accessibles	accessible
tous	tout
développeurs	développeur
code	code
critique	critique
c	c
c+	c+
java	java
puissantes	puissante
méthodes	méthode
d'	de
analyse	analyse
statique	statique
permettant	permettre
détecter	détecter
erreurs	erreur
difficilement	difficilemer
décelables	décelable
tests	test
classiques	classique
des	un
méthodes	méthode
basées	baser
frama	frama
c	c
outil	outil
issu	issu
technologies	technologie
cea	cea
list	list
l'	le
inria	inria
développées	développer
lancés	lancer
dès	dès
utilisées	utiliser
aujourd'hui	aujourd'hui
l'	le
aéronautique	aéronautique
méthodes	méthode
desquelles	desquelle
avons	avoir
participé	participer
quand	quand
étions	étion
cea	cea
souhaitons	souhaiton
bénéficier	bénéficier
type	type
d'	de
application	application
exigeant	exiger
sécurité	sécurité
sûreté	sûreté
ceci	ceci
coûts	coût
accessibles	accessible
précise	préciser
-t	-t
-il	il
deux	deux
polytechniciens	polytechnicien
créateurs	créateur
start	start
up	up
lauréats	lauréat
prestigieux	prestigieux
mit	mit
technology	technology
review	review
récompense	récompense
jeunes	jeune
innovateurs	innovateur
développent	développer
projets	projet
ayant	avoir
fort	fort
impact	impact
économique	économique
social	social
apportant	apporter
réponses	réponse
enjeux	enjeu
notre	notre
société	société
le	le
avril	avril
dernier	dernier
dix	dix
entrepreneurs	entrepreneur
français	français
âgés	âgé
moins	moins
ans	an
c'	ce
est	être
règle	régler
reçu	recevoir
prestigieux	prestigieu
l'	le
innovation	innovation
parmi	parmi
ceux	celui
ci	ci
polytechniciens	polytechnicien
créateurs	créateur
start	start
up	up
david	david
vissière	vissière
président	président
fondateur	fondateur
sysnav	sysnav
rémi	rémi
dangla	dangla
fondateur	fondateur
stilla	stilla
technologies	technologies
objectif	objectif
entreprises	entreprise
pallier	pallier
failles	faille
gps	gps
utilisant	utiliser
technologie	technologie
magnéto	magnéto
inertielle	inertiel
rappelons	rappelons
environ	environ
%	pourcent
cas	cas
gps	gps
inopérant	inopérant
d'	de
où	où
solution	solution
proposée	proposer
sysnav	sysnav
qui	qui
tirant	tirer
profit	profit
champ	champ
magnétique	magnétique
pouvoir	pouvoir
assurer	assurer
continuité	continuité
matière	matière
navigation	navigation
géolocalisation	géolocalisation
toute	tout
circonstance	circonstance
toute	tout
autonomie	autonomie
et	et
indépendamment	indépendammer
toute	tout
infrastructure	infrastructure
qu'	que
elle	lui
soit	être
satellitaire	satellitaire
radio	radio
etc.	etc.
un	un
concept	concept
sans	sans
équivalent	équivaloir
protégé	protéger
douzaine	douzaine
brevets	brevet
devrait	devoir
trouver	trouver
applications	application
nombreux	nombreux
domaines	domaine
médical	médical
transports	transport
sécurité	sécurité
sites	site
sensibles	sensible
l'	le
armement	armement
précisons	précison
mener	mener
bien	bien
démarche	démarch
david	david
vissière	vissière
su	savoir
associer	associer
meilleurs	meilleur
experts	expert
français	français
navigation	navigation
issus	issu
ministère	ministère
défense	défense
jeunes	jeune
talents	talent
d'	de
où	où
une	un
expertise	expertise
unique	unique
france	france
l'	le
international	international
souligne	souligner
trentenaire	trentenaire
hébergée	hébergée
laboratoire	laboratoire
d'	de
hydrodynamique	hydrodynamique
l'	le
ecole	ecole
polytechnique	polytechnique
ladhyx	ladhyx
seconde	second
entreprises	entreprise
stilla	stilla
technologies	technologies
développe	développer
commercialise	commercialise
plateforme	plateform
d'	de
analyse	analyse
génétique	génétique
automatique	automatique
ultra-sensible	ultra-sensible
simplifie	simplifier
l'	le
identification	identification
spécifiques	spécifique
utilisant	utiliser
formidable	formidable
potentiel	potentiel
microfluidique	microfluidiqu
discipline	discipline
grâce	grâce
laquelle	lequel
possible	possible
manipuler	manipuler
fluides	fluide
échelles	échelle
microscopiques	microscopique
via	via
canaux	canal
petites	petit
dimensions	dimension
un	un
potentiel	potentiel
rémi	rémi
dangla	dangla
découvert	découvrir
durant	durer
thèse	thèse
réalisée	réaliser
ladhyx	ladhy
la	le
puce	puce
microfluidique	microfluidiqu
dimensions	dimension
d'	de
une	un
carte	carte
crédit	crédit
qu'	que
il	il
conçu	concevoir
aujourd'hui	aujourd'hui
capable	capable
fragmenter	fragmenter
goutte	goutte
sang	sang
dizaines	dizaine
milliers	millier
gouttelettes	gouttelette
d'	de
effectuer	effectuer
parallèle	parallèle
quelque	quelque
analyses	analyse
génétiques	génétique
partir	partir
d'	de
un	un
échantillon	échantillon
d'	de
où	où
l'	le
intérêt	intérêt
représente	représenter
innovation	innovation
secteurs	secteur
médical	médical
agroalimentaire	agroalimentaire
résultats	résultat
qu'	que
elle	lui
fournit	fournir
coût	coût
considérablement	considérablement
réduit	réduit
fiables	fiable
précis	précis
aussi	aussi
rémi	rémi
dangla	dangla
estime	estime
-t	-t
-il	il
l'	le
outil	outil
développé	développé
start	start
up	up
qu'	que
il	il
créé	créer
ouvre	ouvrir
nombreuses	nombreux
perspectives	perspective
suivi	suivre
thérapeutique	thérapeutique
cancérologie	cancérologie
où	où
l'	le
orientation	orientation
l'	le
optimisation	optimisation
traitements	traitement
primordiale	primordiale
survie	survie
patients	patient
le	le
contenu	contenu
notre	notre
assiette	assiette
quel	quel
sera	être
-t	-t
-il	il
l'	le
orée	orée
prochaine	prochain
décennie	décennie
comment	comment
notre	notre
alimentation	alimentation
va	aller
-t	-t
-elle	lui
évoluer	évoluer
prochaines	prochain
quelles	quel
seront	être
priorités	prioriter
mangeurs	mangeur
dans	dans
environnement	environnement
où	où
santé	santé
jouera	jouer
rôle	rôle
déterminant	déterminer
où	où
technologies	technologie
seront	être
banalisées	banaliser
quelle	quel
sera	être
place	place
plaisir	plaisir
telles	tel
quelques	quelque
unes	une
questions	question
auxquelles	auxquelles
étude	étude
prospective	prospectif
réalisée	réaliser
ipsos	ipsos
demande	demande
pôle	pôle
compétitivité	compétitivité
vitagora	vitagora
partie	partie
résultats	résultat
dévoilée	dévoiler
lors	lors
9ème	9èm
édition	édition
congrès	congrès
goût	goût
nutrition	nutrition
santé	santé
avril	avril
dijon	dijon
apporte	apporter
certain	certain
nombre	nombre
réponses	réponse
précisons	précison
étude	étude
cinq	cinq
pays	pays
retenus	retenir
allemagne	allemagne
etats-unis	etats-unis
france	france
japon	japon
russie	russie
quinze	quinze
tendances	tendance
identifiées	identifier
si	si
certaines	certains
d'	de
entre	entrer
elles	lui
présentes	présent
pays	pays
d'	de
autres	autre
font	faire
qu'	que
émerger	émerger
marchés	marché
résume	résumer
rémy	rémy
oudghiri	oudghiri
directeur	directeur
département	département
tendances	tendance
prospective	prospective
d'	de
ipsos	ipsos
parmi	parmi
quinze	quinze
tendances	tendance
font	faire
pourtant	pourtant
l'	le
unanimité	unanimité
volonté	volonté
consommateurs	consommateur
s'	se
assurer	assurer
maximum	maximum
l'	le
innocuité	innocuité
qualité	qualité
qu'	que
ils	il
mangent	manger
plaisir	plaisir
découvrir	découvrir
nouveaux	nouveau
horizons	horizon
matière	matière
alimentaire	alimentaire
et	et
rémy	rémy
oudghiri	oudghiri
expliquer	expliquer
évoque	évoque
circuits	circuit
courts	court
l'	le
appétence	appétence
cultures	culture
locales	local
goût	goût
l'	le
authentique	authentique
naturel	naturel
besoin	besoin
proximité	proximité
nécessaire	nécessaire
meilleure	meilleur
maîtrise	maîtrise
alimentation	alimentation
seconde	second
celle	celui
l'	le
alimentation	alimentation
sans	sans
complexe	complexe
si	si
tendances	tendance
traduit	traduire
sorte	sorte
retour	retour
sources	source
priorité	priorité
local	local
qui	qui
s'	se
accroître	accroître
prochaines	prochain
années	année
souligne	souligner
-t	-t
-il	il
seconde	second
montre	montre
santé	santé
sera	être
terme	terme
valorisée	valorisée
l'	le
alimentation	alimentation
consommateurs	consommateur
derniers	dernier
n'	ne
ont	avoir
autant	autant
l'	le
intention	intention
renoncer	renoncer
plaisir	plaisir
c'	ce
est	être
d'	de
autant	autant
fort	fort
plaisir	plaisir
ils	il
considèrent	considèrent
sorte	sorte
terra	terra
incognita	incogniter
ils	il
l'	le
opportunité	opportunité
d'	de
explorer	explorer
territoires	territoire
nouveaux	nouveau
d'	de
y	y
appréhender	appréhender
combinaisons	combinaison
nouvelles	nouveau
originales	original
précise	préciser
responsable	responsable
d'	de
ipsos	ipsos
au	au
delà	delà
tendances	tendance
partagées	partager
différents	différent
pays	pays
ciblés	cibler
chacun	chacun
derniers	dernier
symbolisé	symboliser
tendance	tendance
spécifique	spécifique
locale	local
ainsi	ainsi
etats-unis	etats-unis
l'	le
alimentation	alimentation
dite	dire
connectée	connectée
c'	ce
est	est
à	à
dire	dire
associée	associer
numérique	numérique
occupe	occuper
place	place
significative	significatif
qu'	que
en	en
allemagne	allemagne
observe	observer
fascination	fascination
montante	montant
cru	croire
du	de
côté	côté
japonais	japonais
aliments	aliment
type	type
cosmeto	cosmeto
food	food
censés	censé
bien	bien
ceux	celui
consomment	consomment
rendant	rendre
beaux	beau
semblent	sembler
séduire	séduir
davantage	davantage
quant	quant
consommateurs	consommateur
français	français
ils	il
apparaissent	apparaître
conservateurs	conservateur
ainsi	ainsi
mangeur	mangeur
français	français
résistance	résistance
allant	aller
jusqu'	jusque
à	à
bouder	bouder
l'	le
alimentation	alimentation
connectée	connecter
tendance	tendance
cru	croire
cosmeto	cosmeto
food	food
reste	reste
présent	présent
adhérents	adhérent
vitagora	vitagora
privilège	privilège
bénéficier	bénéficier
l'	le
ensemble	ensemble
résultats	résultat
étude	étude
s'	se
en	en
saisir	saisir
nourrir	nourrir
propre	propre
réflexion	réflexion
démarche	démarche
d'	de
innovation	innovation
conquête	conquête
nouveaux	nouveau
marchés	marché
une	un
artificielle	artificielle
dix	dix
tenace	tenace
qu'	que
une	un
classique	classique
traditionnelles	traditionnelle
haute	haute
technologie	technologie
céramiques	céramique
présentent	présenter
défaut	défaut
fragilité	fragilité
c'	ce
est	être
raison	raison
laquelle	lequel
combine	combine
parfois	parfois
d'	de
autres	autre
matériaux	matériau
métalliques	métallique
polymères	polymère
tenaces	tenace
autrement	autrement
dit	dire
aptes	apte
résister	résister
rupture	rupture
présence	présence
d'	de
une	un
fissure	fissure
le	le
problème	problème
l'	le
adjonction	adjonction
tels	tel
matériaux	matériau
s'	se
accompagne	accompagner
général	général
limitations	limitation
moins	moins
sévères	sévère
rappelons	rappelons
polymères	polymère
résistent	résister
températures	température
supérieures	supérieur
°	degré
c	c
limite	limite
utilisation	utilisation
moteurs	moteur
fours	four
les	le
tournés	tourné
vers	vers
nature	nature
où	où
existe	exister
matériau	matériau
non	non
seulement	seulement
proche	proche
céramique	céramique
extrêmement	extrêmement
tenace	tenace
il	il
s'	se
agit	agir
l'	le
on	on
trouve	trouver
surface	surface
ormeaux	ormeau
autres	autre
bivalves	bivalve
pourtant	pourtant
celle-ci	celui-ci
composé	composer
%	pourcent
carbonate	carbonate
calcium	calcium
l'	le
aragonite	aragonite
intrinsèquement	intrinsèquement
fragile	fragile
mais	mais
chance	chance
structure	structure
complexe	complexe
hiérarchique	hiérarchique
telle	tel
propagation	propagation
fissures	fissure
rendue	rendre
difficile	difficile
comme	comme
ingrédient	ingrédient
base	base
opté	opter
l'	le
alumine	alumine
poudre	poudre
courante	courant
présente	présent
sous	sou
forme	forme
plaquettes	plaquette
microscopiques	microscopique
qu'	que
ils	il
mis	mettre
suspension	suspension
l'	le
eau	eau
obtenir	obtenir
structure	structure
lamellée	lamellé
nacre	nacre
précisons	précison
suspension	suspension
colloïdale	colloïdal
c'	ce
est	est
à	à
dire	dire
où	où
faible	faible
taille	taille
particules	particule
conduit	conduire
sédimentation	sédimentation
sous	sou
l'	le
influence	influence
gravité	gravité
refroidie	refroidi
façon	façon
obtenir	obtenir
croissance	croissance
contrôlée	contrôler
cristaux	cristal
glace	glace
résultat	résultat
auto-assemblage	auto-assemblage
l'	le
alumine	alumine
sous	sou
forme	forme
d'	de
un	un
empilement	empilement
plaquettes	plaquette
matériau	matériau
final	final
ayant	avoir
obtenu	obtenir
biais	biais
d'	de
une	un
étape	étape
densification	densification
haute	haute
température	température
dans	dans
matériau	matériau
fissure	fissure
propager	propager
doit	devoir
contourner	contourner
briques	brique
d'	de
alumine	alumine
explique	expliquer
artificielle	artificielle
soit	être
dix	dix
tenace	tenace
qu'	que
une	un
classique	classique
composée	composer
d'	de
alumine	alumine
ajoutons	ajouton
procédé	procéder
d'	de
autant	autant
intéressant	intéressant
qu'	que
il	il
n'	ne
est	être
exclusif	exclusif
l'	le
alumine	alumine
n'	ne
importe	importer
quelle	quel
poudre	poudre
présentant	présenter
sous	sou
forme	forme
plaquettes	plaquette
pouvant	pouvoir
subir	subir
processus	processus
d'	de
auo	auo
assemblage	assemblage
reste	reste
présent	présent
industrialiser	industrialiser
fabrication	fabrication
matériau	matériau
devrait	devoir
trouver	trouver
nombreuses	nombreux
applications	application
l'	le
industrie	industrie
permettant	permettre
d'	de
alléger	alléger
réduire	réduire
taille	taille
éléments	élément
céramiques	céramique
moteurs	moteur
dispositifs	dispositif
génération	génération
d'	de
énergie	énergie
strong	strong
tough	tough
and	and
stiff	stiff
bioinspired	bioinspired
ceramics	ceramic
from	from
brittle	brittle
constituents	constituent
florian	florian
bouville	bouville
eric	eric
maire	maire
sylvain	sylvain
meille	meille
bertrand	bertrand
van	van
moortèle	moortèle
adam	adam
j.	j.
stevenson	stevenson
and	and
sylvain	sylvain
deville	deville
nature	nature
materials	materials
l'	le
innovation	innovation
ouverte	ouvert
désormais	désormais
institut	institut
l'	le
ioi	ioi
l'	le
open	open
innovation	innovation
l'	le
innovation	innovation
ouverte	ouvert
désigne	désigner
modèle	modèle
d'	de
entreprise	entreprise
adapté	adapter
stratégie	stratégie
d'	de
innovation	innovation
tirer	tirer
meilleur	meilleur
parti	partir
environnement	environnement
extérieur	extérieur
ayant	avoir
acquis	acquérir
dizaine	dizaine
d'	de
années	année
place	place
importante	important
stratégie	stratégie
d'	de
innovation	innovation
entreprises	entreprise
performantes	performante
démarche	démarche
consiste	consister
sortir	sortir
d'	de
une	un
vision	vision
d'	de
une	un
culture	culture
où	où
réalisé	réaliser
interne	interne
intégrer	intégrer
collaborations	collaboration
l'	le
ensemble	ensemble
acteurs	acteur
écosystème	écosystèm
clients	client
fournisseurs	fournisseur
start	start
up	up
voire	voire
parfois	parfois
concurrents	concurrent
c'	ce
est	être
contexte	contexte
l'	le
ecole	ecole
centrale	centrale
paris	paris
parmi	parmi
réputées	réputée
grandes	grand
ecoles	ecoles
groupe	groupe
altran	altran
leader	leader
mondial	mondial
conseil	conseil
innovation	innovation
ingénierie	ingénierie
avancée	avancer
mazars	mazars
possède	posséder
connaissance	connaissance
profonde	profond
tpe	tpe
/	sur
pme	pme
qu'	que
elle	lui
conseille	conseill
banque	banque
société	société
générale	général
décidé	décider
créer	créer
l'	le
institut	institut
open	open
innovation	innovation
ioi	ioi
sa	son
sera	être
d'	de
aider	aider
rapprochement	rapprochement
grandes	grand
entreprises	entreprise
start	start
up	up
d'	de
encourager	encourager
échanges	échange
entres	entre
mondes	monde
développer	développer
synergies	synergie
étudiants	étudiant
laboratoires	laboratoire
l'	le
ecole	ecole
centrale	centrale
paris	paris
véritable	véritable
d'	de
expertise	expertise
innovation	innovation
nouvel	nouveau
institut	institut
l'	le
équipe	équipe
comptera	compter
dizaine	dizaine
personnes	personne
d'	de
ici	ici
fin	fin
année	année
remplir	remplir
objectifs	objectif
théoriques	théorique
pratiques	pratique
devrait	devoir
permettre	permettre
non	non
seulement	seulement
d'	de
amplifier	amplifier
relations	relation
qu'	que
entretient	entretenir
l'	le
ecole	ecole
centrale	centrale
paris	paris
grandes	grand
entreprises	entreprise
vaste	vaste
réseau	réseau
start	start
up	up
renforcer	renforcer
lien	lien
pédagogie	pédagogie
projets	projet
réels	réel
enrichissant	enrichissant
offre	offrir
d'	de
incubation	incubation
renforçant	renforcer
expertise	expertise
l'	le
innovation	innovation
sujet	sujet
essentiel	essentiel
l'	le
école	école
pour	pour
l'	le
ioi	ioi
compte	compte
fédérer	fédérer
dizaine	dizaine
partenaires	partenaire
industriels	industriel
s'	se
entourer	entourer
d'	de
une	un
cinquantaine	cinquantaine
start	start
up	up
ingénierie	ingénierie
sport	sport
raid	raid
innovation	innovation
les	le
octobre	octobre
sporaltec	sporaltec
cluster	cluster
rhônalpin	rhônalpin
l'	le
innovation	innovation
sport	sport
l'	le
université	université
savoie	savoie
collaboration	collaboration
parc	parc
d'	de
activités	activité
alpespace	alpespace
organisent	organiser
deuxième	deuxième
édition	édition
raid	raid
innovation	innovation
rappelons	rappelons
événement	événement
concours	concours
rassemble	rassembler
étudiants	étudiant
partageant	partager
passion	passion
sport	sport
l'	le
ingénierie	ingénierie
raid	raid
innovation	innovation
permet	permettre
équipes	équipe
composées	composer
étudiants	étudiant
ingénieurs	ingénieur
profils	profil
complémentaires	complémentaire
concourir	concourir
développer	développer
réponse	réponse
sujets	sujet
proposés	proposer
entreprises	entreprise
autour	autour
thématiques	thématique
sport	sport
l'	le
innovation	innovation
ainsi	ainsi
chacune	chacun
équipes	équipe
engagées	engager
concours	concours
disposera	disposer
heures	heure
réaliser	réaliser
course	course
trail	trail
kilomètres	kilomètre
descente	descente
vtt	vtt
kilomètres	kilomètre
rallier	rallier
alpespace	alpespace
technolac	technolac
répondre	répondre
r&d	r&d
d'	de
une	un
entreprise	entreprise
réaliser	réaliser
exposé	exposé
minutes	minute
fonction	fonction
d'	de
un	un
cahier	cahier
charges	charge
préalablement	préalablement
définir	définir
l'	le
entreprise	entreprise
pour	pour
entreprises	entreprise
c'	ce
est	être
possibilité	possibiliter
d'	de
obtenir	obtenir
réponse	réponse
rapide	rapide
externe	externe
l'	le
une	un
problématiques	problématique
d'	de
identifier	identifier
futurs	futur
employés	employé
collaborateurs	collaborateur
enfin	enfin
nouer	nouer
liens	lien
professionnels	professionnel
domaines	domaine
complémentaires	complémentaire
quel	quel
futur	futur
notre	notre
alimentation	alimentation
point	point
départ	départ
réflexion	réflexion
agronome	agronome
le	le
change	change
nous	nous
sommes	être
milliards	milliard
d'	de
habitants	habitant
terre	terre
atteindrons	atteindron
milliards	milliard
voire	voire
davantage	davantage
peine	peine
ans	an
côté	côté
population	population
elle	lui
vieillit	vieillit
s'	se
urbanise	urbanis
fond	fond
inévitable	inévitable
changement	changement
climatique	climatique
dans	dans
conditions	condition
nourrir	nourrir
planète	planèt
apparaît	apparaître
défi	défi
vont	aller
devoir	devoir
relever	relever
agriculteurs	agriculteur
industriels	industriel
gagnant	gagnant
pari	pari
l'	le
innovation	innovation
scientifique	scientifique
technologique	technologique
cela	celer
dit	dire
pierre	pierre
feillet	feillet
estime	estime
n'	ne
est	être
contenu	contenu
nos	notre
assiettes	assiette
changer	changer
contenu	contenu
technologique	technologique
nos	notre
aliments	aliment
considérablement	considérablement
modifié	modifier
rupture	rupture
l'	le
un	un
mots	mot
forts	fort
livre	livre
une	un
rupture	rupture
plurielle	pluriel
démographique	démographique
climatique	climatique
certes	certes
rupture	rupture
système	système
alimentaire	alimentaire
avec	avec
pierre	pierre
feillet	feillet
souligne	souligne
notion	notion
l'	le
aliment	aliment
beaucoup	beaucoup
évolué	évoluer
point	point
celui-ci	celui-ci
possède	posséder
aujourd'hui	aujourd'hui
composantes	composant
la	le
biologique	biologique
commencer	commencer
ancienne	ancien
fonction	fonction
répondre	répondre
besoins	besoin
physiologiques	physiologique
l'	le
homme	homme
vient	vient
ensuite	ensuite
culturelle	culturelle
émergé	émerger
progressivement	progressivemer
l'	le
évolution	évolution
sociétés	société
chacun	chacun
d'	de
entre	entrer
chercher	chercher
nutriments	nutriment
nécessaires	nécessaire
survie	survie
aliments	aliment
différents	différent
fonction	fonction
culture	culture
religion	religion
origines	origine
plus	plus
récente	récent
troisième	troisième
composante	composante
sociétale	sociétal
conduit	conduire
manger	manger
sans	sans
mettre	mettre
planète	planète
danger	danger
sans	sans
pénaliser	pénaliser
ceux	celui
peu	peu
manger	manger
précise	préciser
l'	le
agronome	agronome
après	après
avoir	avoir
dressé	dresser
constat	constat
posé	poser
décor	décor
pierre	pierre
feillet	feillet
évoque	évoqu
solutions	solution
envisageables	envisageable
pour	pour
commencer	commencer
propose	proposer
mettre	mettre
place	place
agricultures	agriculture
durablement	durablement
productives	productif
il	il
estime	estime
qu'	que
il	il
doit	devoir
exister	exister
modèles	modèle
agricoles	agricole
non	non
seul	seul
durablement	durablement
tout	tout
simplement	simplement
parce	parce
prise	prise
compte	compte
seuls	seul
aspects	aspect
environnementaux	environnemental
n'	ne
est	être
suffisante	suffisant
la	le
durabilité	durabilité
implique	impliquer
oublier	oublier
aspects	aspect
sociaux	social
économiques	économique
quant	quant
productive	productif
veut	vouloir
dire	dire
intensive	intensif
cela	celer
doit	devoir
rappeler	rappeler
qu'	que
il	il
faut	falloir
produire	produire
avant	avant
nourrir	nourrir
monde	monde
il	il
constate	constater
le	le
schéma	schéma
d'	de
une	un
agriculture	agriculture
intensive	intensif
évolué	évoluer
vers	vers
agriculture	agriculture
raisonnée	raisonner
fin	fin
course	course
quant	quant
l'	le
agriculture	agriculture
dite	dire
biologique	biologique
reste	reste
tendance	tendance
extrêmement	extrêmement
faible	faible
reste	reste
sceptique	sceptique
futur	futur
parce	parce
qu'	que
il	il
faut	falloir
bien	bien
nourrir	nourrir
hommes	homme
parvenir	parvenir
l'	le
agriculture	agriculture
biologique	biologique
n'	ne
est	être
suffisamment	suffisamment
productive	productif
l'	le
auteur	auteur
livre	livre
estime	estime
qu'	que
il	il
faut	falloir
inventer	inventer
nouveau	nouveau
système	système
permette	permette
mieux	mieux
comprendre	comprendre
relation	relation
plante	plante
milieu	milieu
sol	sol
gorgé	gorger
microorganismes	microorganisme
et	et
celui-ci	celui-ci
d'	de
évoquer	évoquer
révolution	révolution
marche	marche
autour	autour
connaissance	connaissance
complexes	complexe
microorganismes	microorganisme
présents	présent
sols	sol
une	un
révolution	révolution
bouleverser	bouleverser
l'	le
agronomie	agronomie
note	note
-t	-t
-il	il
s'	se
interrogeant	interroger
savoir	savoir
long	long
terme	terme
terre	terre
rester	rester
seule	seul
nourricière	nourricière
pierre	pierre
feillet	feillet
envisage	envisager
l'	le
usine	usine
nourricière	nourricier
microorganismes	microorganisme
disposant	disposer
capacités	capacité
remarquables	remarquable
fabriquer	fabriquer
protéines	protéine
partir	partir
d'	de
un	un
tas	tas
substrats	substrat
différents	différent
micro-algues	micro-algue
rappelant	rappeler
passage	passage
qu'	que
en	en
france	france
l'	le
entreprise	entreprise
roquette	roquette
travaille	travailler
sujet	sujet
les	le
insectes	insecte
peut	pouvoir
être	être
seulement	seulement
source	source
protéines	protéine
animaux	animal
extraire	extraire
protéines	protéine
restructurer	restructurer
simili	simili
viandes	viande
je	je
pense	penser
allons	allon
vers	vers
système	système
où	où
usines	usine
vont	aller
devenir	devenir
sources	source
significatives	significatif
d'	de
aliments	aliment
reste	reste
résoudre	résoudre
principal	principal
point	point
blocage	blocage
coût	coût
l'	le
énergie	énergie
indique	indique
l'	le
agronome	agronome
pierre	pierre
feillet	feillet
s'	se
intéresse	intéresser
ensuite	ensuite
l'	le
évolution	évolution
comportements	comportement
alimentaires	alimentaire
rappelant	rappeler
là	là
encore	encore
révolutions	révolution
cours	cours
celle	celui
métagénomique	métagénomique
permis	permettre
découvrir	découvrir
qu'	que
il	il
existe	exister
nouvel	nouveau
organe	organe
notre	notre
corps	corps
microbiote	microbiote
constitué	constituer
l'	le
ensemble	ensemble
microorganismes	microorganisme
qu'	que
abrite	abriter
notre	notre
intestin	intestin
un	un
organe	organe
d'	de
autant	autant
important	important
parois	paroi
intestinales	intestinal
établissent	établir
liaisons	liaison
spécifiques	spécifique
notre	notre
cerveau	cerveau
autre	autre
révolution	révolution
majeure	majeur
devenir	devenir
relation	relation
mangeons	mangeon
notre	notre
génome	génome
c'	ce
est	être
double	double
relation	relation
en	en
effet	effet
je	je
mange	manger
influe	influer
mon	mon
génome	génome
qui	qui
lui-même	lui-même
modifier	modifier
manière	manière
j'	je
assimile	assimiler
je	je
mange	manger
explique	expliquer
-t	-t
-il	il
une	un
révolution	révolution
devrait	devoir
permettre	permettre
moins	moins
long	long
terme	terme
concevoir	concevoir
nouveaux	nouveau
aliments	aliment
effets	effet
physiologiques	physiologique
efficaces	efficace
quant	quant
habitudes	habitude
d'	de
achat	achat
elles	lui
devraient	devoir
changer	changer
fortement	fortement
probable	probable
disparition	disparition
grandes	grand
surfaces	surface
telles	tel
connaissons	connaisson
moins	moins
secteur	secteur
l'	le
alimentation	alimentation
persistance	persistance
d'	de
un	un
commerce	commerce
proximité	proximité
concernant	concerner
aliments	aliment
faible	faible
durée	durée
vie	vie
pain	pain
poisson	poisson
viande	viande
fruits	fruit
légumes	légume
gestion	gestion
production	production
repas	repa
établissements	établissement
santé	santé
fsi	fsi
mise	mettre
l'	le
innovation	innovation
on	on
imagine	imaginer
aisément	aisémer
gérer	gérer
commandes	commande
production	production
repas	repa
hôpitaux	hôpital
généralement	généralement
établissements	établissement
santé	santé
n'	ne
est	être
exercice	exercice
facile	facile
editeur	editeur
logiciels	logiciel
secteur	secteur
santé	santé
fsi	fsi
pme	pme
francilienne	francilien
pourtant	pourtant
spécialité	spécialité
souci	souci
constant	conster
d'	de
optimiser	optimiser
produits	produit
préparant	préparer
l'	le
avenir	avenir
adhérente	adhérent
pôle	pôle
compétitivité	compétitivité
vitagora	vitagora
maintenant	maintenant
ans	an
entreprise	entreprise
aujourd'hui	aujourd'hui
impliquée	impliquer
renessens	renessens
retenu	retenir
l'	le
agence	agence
nationale	nationale
recherche	recherche
anr	anr
labellisé	labellisé
pôle	pôle
l'	le
objectif	objectif
projet	projet
démarré	démarrer
début	début
d'	de
année	année
d'	de
apporter	apporter
réponse	réponse
adaptée	adapter
seniors	senior
petits	petit
mangeurs	mangeur
la	le
restauration	restauration
gestion	gestion
hôpital	hôpital
devant	devant
obligatoirement	obligatoirement
toujours	toujours
pointe	pointe
répondre	répondre
demande	demande
patients	patient
personnes	personne
travaillent	travailler
fsi	fsi
localisée	localiser
noisy-le-grand	noisy-le-grand
région	région
parisienne	parisien
connaissent	connaître
parfaitement	parfaitement
signification	signification
mot	mot
innovation	innovation
l'	le
histoire	histoire
l'	le
entreprise	entreprise
créée	créée
d'	de
ailleurs	ailleurs
là	là
attester	attester
c'	ce
est	être
locaux	local
qu'	que
a	avoir
développée	développer
application	application
automatisée	automatiser
gestion	gestion
