mot	lemme
Frédéric	Frédéric
Goettmann	Goettmann
chercheur	chercheur
Centre	centre
CEA	cea
Marcoule	Marcoule
rappelle	rappell
décharges	décharge
où	où
tous	tout
petits	petit
appareils	appareil
stockés	stocké
fin	fin
vie	vie
représentent	représenter
autant	autant
gisements	gisement
qu'	que
il	il
urgent	urgent
d'	de
exploiter	exploiter
efficacement	efficacement
D'	de
où	où
création	création
d'	de
un	un
Institut	Institut
Européen	européen
d'	de
Hydrométallurgie	hydrométallurgie
IEH	ieh
site	site
Marcoule	Marcoule
disposera	disposer
d'	de
un	un
premier	premier
bâtiment	bâtiment
dès	dès
début	début
l'	le
année	année
l'	le
objectif	objectif
pouvoir	pouvoir
tester	tester
l'	le
échelle	échelle
pilote	pilote
complets	complet
d'	de
extraction	extraction
dès	dès
volumes	volume
d'	de
entrée	entrée
l'	le
ordre	ordre
litres	litre
heure	heure
Prenez	Prenez
smartphone	smartphone
On	on
trouve	trouver
moyenne	moyenne
%	pourcent
d'	de
or	or
élément	élément
chimique	chimique
extrêmement	extrêmement
rare	rare
tantale	tantal
indispensable	indispensable
miniaturisation	miniaturisation
performances	performance
dispositifs	dispositif
renferme	renferm
mobile	mobile
explique	expliquer
chercheur	chercheur
aujourd'hui	aujourd'hui
chef	chef
projet	projet
CEA	cea
Et	et
celui-ci	celui-ci
d'	de
évoquer	évoquer
terres	terre
rares	rare
nombre	nombre
lanthanides	lanthanide
scandium	scandium
l'	le
yttrium	yttrium
%	pourcent
produites	produire
Chine	Chine
niobium	niobium
métal	métal
dit	dire
de	de
transition	transition
utilisé	utiliser
concevoir	concevoir
alliages	alliage
résistants	résistant
l'	le
aéronautique	aéronautique
grâce	grâce
auquel	auquel
parvient	parvenir
alléger	alléger
avions	avion
entraînant	entraîner
diminution	diminution
consommation	consommation
carburant	carburant
Or	or
niobium	niobium
produit	produit
%	pourcent
Brésil	Brésil
D'	de
où	où
inquiétude	inquiétude
grandissante	grandissant
part	part
industriels	industriel
Europe	Europe
métaux	métal
indispensables	indispensable
production	production
produits	produit
différents	différent
éoliennes	éolien
écrans	écran
plats	plat
Cela	celer
dit	dire
situation	situation
actuelle	actuel
préoccupante	préoccupant
avons	avoir
néanmoins	néanmoins
raisons	raison
d'	de
espérer	espérer
estime	estime
Frédéric	Frédéric
Goettmann	Goettmann
souligne	souligne
passage	passage
sous-sol	sous-sol
français	français
n'	ne
est	être
pauvre	pauvre
matières	matière
premières	premier
non	non
énergétiques	énergétique
l'	le
affirme	affirme
trop	trop
souvent	souvent
Mais	mais
au-delà	au-delà
gisements	gisement
naturels	naturel
existe	exister
d'	de
autres	autre
Ce	ce
décharges	décharge
alimentées	alimenter
montagnes	montagne
d'	de
appareils	appareil
débarrassons	débarrasson
quand	quand
ils	il
arrivent	arriver
fin	fin
vie	vie
Il	il
indispensable	indispensable
d'	de
exploiter	exploiter
rapidement	rapidement
potentiel	potentiel
mais	mais
essayant	essayer
d'	de
éviter	éviter
erreurs	erreur
passé	passer
plan	plan
environnemental	environnemental
c'	ce
est	est
à	à
dire	dire
développant	développant
nouveaux	nouveau
respectent	respecter
l'	le
environnement	environnement
économiquement	économiquement
viable	viable
précise	préciser
-t	-t
-il	il
Et	et
parvenir	parvenir
France	France
et	et
généralement	généralement
l'	le
Union	Union
Européenne	européen
atout	atout
poids	poids
savoir	savoir
faire	faire
connaissances	connaissance
nécessaires	nécessaire
nouveaux	nouveau
procédés	procédé
CEA	cea
situé	situer
Marcoule	Marcoule
bel	bel
exemple	exemple
En	en
effet	effet
ans	an
équipes	équipe
recyclent	recyclent
combustible	combustible
nucléaire	nucléaire
implique	impliquer
d'	de
être	être
irréprochables	irréprochable
termes	terme
d'	de
efficacité	efficacité
technologique	technologique
respect	respect
l'	le
environnement	environnement
procédés	procéder
Riche	Riche
expérience	expérience
estimons	estimon
c'	ce
est	être
bon	bon
moment	moment
proposer	proposer
mettre	mettre
savoir	savoir
faire	faire
service	service
l'	le
industrie	industrie
chercheurs	chercheur
D'	de
où	où
idée	idée
créer	créer
institut	institut
l'	le
Institut	Institut
Européen	Européen
d'	de
Hydrométallurgie	hydrométallurgie
IEH	ieh
l'	le
une	un
originalités	originalité
sera	être
d'	de
être	être
géré	gérer
société	société
droit	droit
privé	priver
d'	de
avoir	avoir
souplesse	souplesse
réactivé	réactiver
nécessaires	nécessaire
répondre	répondre
temps	temps
heure	heure
défis	défi
futurs	futur
clients	client
Un	un
institut	institut
permettra	permettra
démonstration	démonstration
validité	validité
industrielle	industriel
offrant	offrir
industriels	industriel
possibilité	possibilité
récupérer	récupérer
métaux	métal
présents	présent
ressources	ressource
nos	notre
décharges	décharge
Savoir	savoir
faire	faire
expertise	expertis
environnement	environnement
favorable	favorable
présence	présence
pôle	pôle
chimie	chimie
Balard	Balard
s'	se
appuie	appuyer
Institut	Institut
Carnot	Carnot
semble	sembler
réuni	réunir
site	site
Marcoule	Marcoule
institut	institut
puisse	pouvoir
éclore	éclore
sereinement	sereinement
locaux	local
existants	existant
où	où
vont	aller
pouvoir	pouvoir
commencer	commencer
travailler	travailler
Début	début
livraison	livraison
d'	de
un	un
premier	premier
bâtiment	bâtiment
devrait	devoir
permettre	permettre
concevoir	concevoir
différentes	différents
briques	brique
technologiques	technologique
nécessaires	nécessaire
Dans	dans
domaine	domaine
d'	de
extraction	extraction
métaux	métal
phase	phase
aqueuse	aqueux
l'	le
utilisation	utilisation
complexes	complexe
permet	permettre
récupérer	récupérer
nombreuses	nombreux
matières	matière
différentes	différent
implique	impliquer
étapes	étape
allons	allon
devoir	devoir
simuler	simuler
ensemble	ensemble
explique	expliquer
chercheur	chercheur
Marcoule	Marcoule
Autant	autant
développements	développement
devraient	devoir
conduire	conduire
projet	projet
dès	dès
pilotage	pilotage
complets	complet
d'	de
extraction	extraction
volumes	volume
d'	de
entrée	entrée
l'	le
ordre	ordre
litres	litre
heure	heure
Pour	pour
assurer	assurer
plan	plan
charge	charge
l'	le
IEH	ieh
sera	être
ouvert	ouvert
Il	il
n'	ne
est	être
question	question
qu'	que
il	il
limite	limite
profils	profil
spécifiques	spécifique
d'	de
industriels	industriel
Aussi	aussi
acceptera	accepter
-t	-t
-il	il
acteurs	acteur
différents	différent
domaines	domaine
qu'	que
il	il
s'	se
agisse	agir
métallurgistes	métallurgiste
lien	lien
domaine	domaine
minier	minier
recycleurs	recycleur
d'	de
entreprises	entreprise
spécialisées	spécialisée
service	service
environnemental	environnemental
simplement	simplement
d'	de
industriels	industriel
transformateurs	transformateur
souhaitant	souhaiter
augmenter	augmenter
efficacité	efficacité
promouvant	promouvoir
recyclage	recyclage
interne	interne
matières	matière
premières	premier
Même	même
choix	choix
métaux	métal
où	où
règle	régler
sera	être
limiter	limiter
d'	de
être	être
ouvert	ouvert
toutes	tout
grandes	grand
familles	famille
métaux	métal
Mesurer	mesurer
bien-être	bien-être
optimisation	optimisation
via	via
l'	le
alimentation	alimentation
Bali	Bali
relève	relever
défi	défi
Le	le
bien-être	bien-être
optimisation	optimisation
via	via
l'	le
alimentation	alimentation
semblant	sembler
l'	le
une	un
préoccupations	préoccupation
majeures	majeur
d'	de
un	un
nombre	nombre
croissant	croître
consommateurs	consommateur
quelques	quelque
années	année
industriels	industriel
l'	le
agroalimentaire	agroalimentaire
secteur	secteur
compléments	complément
alimentaires	alimentaire
s'	se
intéressent	intéresser
notion	notion
C'	ce
est	être
contexte	contexte
qu'	que
est	être
née	naître
l'	le
idée	idée
développer	développer
autour	autour
thématique	thématique
Quatorze	Quatorze
partenaires	partenaire
impliqués	impliquer
Bali	Bali
labellisé	labellisé
Vitagora	Vitagora
financé	financer
Fonds	fonds
Unique	unique
Interministériel	interministériel
FUI	fui
Elaboré	elaboré
d'	de
une	un
phase	phase
questionnaire	questionnaire
composé	composer
items	item
aujourd'hui	aujourd'hui
validation	validation
Prochaines	prochain
étapes	étape
biomarqueurs	biomarqueur
liés	lier
certaines	certain
caractéristiques	caractéristique
bien-être	bien-être
consommateur	consommateur
d'	de
études	étude
cliniques	clinique
précise	préciser
-t	-t
-il	il
Car	car
Danone	danone
croit	croire
beaucoup	beaucoup
notion	notion
bien-être	bien-être
question	question
autant	autant
s'	se
y	y
lancer	lancer
seul	seul
En	en
bâtissant	bâtir
autour	autour
quatorze	quatorze
partenaires	partenaire
industriels	industriel
universitaires	universitaire
académiques	académique
apportant	apporter
caution	caution
scientifique	scientifique
pertinente	pertinent
n'	ne
en	en
était	être
crédible	crédible
Utilisable	utilisable
version	version
complète	complet
questionnaire	questionnaire
sera	être
version	version
simplifiée	simplifier
module	module
focaliser	focaliser
bien-être	bien-être
certaines	certain
dimensions	dimension
Commencera	Commencera
bientôt	bientôt
troisième	troisième
phase	phase
durant	durer
laquelle	lequel
s'	se
agira	agir
détecter	détecter
biomarqueurs	biomarqueur
liés	lier
certaines	certain
caractéristiques	caractéristique
bien-être	bien-être
consommateur	consommateur
C'	ce
est	être
l'	le
une	un
originalités	originalité
projet	projet
Nous	nous
allons	aller
essayer	essayer
mesurer	mesurer
niveau	niveau
physiologique	physiologique
changement	changement
termes	terme
bien-être	bien-être
verbaliser	verbaliser
consommateur	consommateur
indique	indique
Michel	Michel
Rogeaux	Rogeaux
Parallèlement	parallèlement
travail	travail
mené	mener
conjointement	conjointemer
l'	le
entreprise	entreprise
dijonnaise	dijonnais
Lara	Lara
Spiral	spiral
l'	le
Unité	unité
Mixte	Mixte
Recherche	recherche
NutriNeuro	NutriNeuro
Inra	inra
Université	université
Bordeaux	Bordeaux
études	étude
précliniques	préclinique
vont	aller
lancées	lancée
CEN	CEN
Nutriment	Nutriment
partenariat	partenariat
Merck	Merck
Médication	médication
Familiale	familial
Senoble	senobl
Nous	nous
allons	aller
observer	observer
chez	chez
personnes	personne
ayant	avoir
certain	certain
style	style
vie	vie
associé	associer
mode	mode
consommation	consommation
alimentaire	alimentaire
donner	donner
type	type
produit	produit
suivre	suivre
certaines	certain
pratiques	pratique
entraîne	entraîn
modification	modification
perception	perception
qualité	qualité
vie	vie
Au	au
Laboratoire	laboratoire
d'	de
Expérimentation	expérimentation
Sciences	science
Sociales	sociale
Analyses	Analyses
Comportements	Comportements
LESSAC	lessac
l'	le
ESC	ESC
Dijon	Dijon
volet	volet
réalisé	réaliser
d'	de
études	étude
dites	dire
d'	de
économie	économie
expérimentale	expérimental
sera	être
mis	mettre
place	place
En	en
principe	principe
doit	devoir
bouclé	bouclé
début	début
avec	avec
clé	cler
publication	publication
questionnaire	questionnaire
unique	unique
l'	le
accès	accès
restera	rester
limité	limité
sans	sans
doute	doute
durant	durer
années	année
Bientôt	bientôt
sondes	sonde
acoustiques	acoustique
contrôler	contrôler
qualité	qualité
Les	le
Laboratoire	Laboratoire
Matière	matière
Systèmes	système
Complexes	complexe
CNRS	CNRS
Université	université
Paris	Paris
Diderot	Diderot
l'	le
Institut	Institut
Physique	physique
Rennes	Rennes
CNRS	CNRS
Université	université
Rennes	Rennes
résultats	résultat
publiés	publier
Physical	Physical
Review	Review
Letters	Letters
mois	mois
d'	de
avril	avril
représentent	représenter
n'	ne
en	en
douter	douter
étape	étape
significative	significatif
sondes	sonde
acoustiques	acoustique
grâce	grâce
auxquelles	auxquelles
industriels	industriel
secteurs	secteur
pétroliers	pétrolier
miniers	minier
pourraient	pouvoir
terme	terme
mieux	mieux
contrôler	contrôler
qualité	qualité
qu'	que
ils	il
utilisent	utiliser
Car	car
jusqu'	jusque
à	à
présent	présent
n'	ne
existe	exister
aucune	aucun
sonde	sonde
acoustique	acoustique
mousses	mousse
l'	le
exception	exception
sondes	sonde
utilisent	utilisent
conduction	conduction
électrique	électrique
déterminer	déterminer
quantité	quantité
liquide	liquide
renferme	renferm
mousse	mousse
Cela	celer
dit	dire
liquide	liquide
non	non
conducteur	conducteur
composées	composer
certaines	certain
rend	rendre
impossible	impossible
l'	le
utilisation	utilisation
type	type
sondes	sonde
Or	or
contexte	contexte
études	étude
menées	menée
d'	de
un	un
ANR	ANR
Agence	Agence
Nationale	Nationale
Recherche	recherche
prennent	prendre
toute	tout
importance	importance
d'	de
autant	autant
qu'	que
elles	lui
permis	permettre
réunir	réunir
acousticiens	acousticien
spécialistes	spécialiste
mousses	mousse
Leur	son
objectif	objectif
était	être
d'	de
expliquer	expliquer
l'	le
étonnante	étonnante
caractéristique	caractéristique
savon	savon
capable	capable
bloquer	bloquer
complètement	complètement
transmission	transmission
large	large
gamme	gamm
fréquences	fréquence
Or	or
parvenir	parvenir
était	être
essentiel	essentiel
spécialistes	spécialiste
mousses	mousse
puissent	pouvoir
caractériser	caractériser
parfaitement	parfaitement
collègues	collègue
acousticiens	acousticien
réussissent	réussir
mesurer	mesurer
vitesse	vitesse
l'	le
atténuation	atténuation
qu'	que
elles	lui
entraînent	entraîner
Les	le
résultats	résultat
obtenus	obtenir
montré	montrer
propagation	propagation
différente	différent
selon	selon
fréquence	fréquence
l'	le
onde	onde
utilisée	utiliser
Les	le
rappellent	rappeler
composée	composer
d'	de
air	air
%	pourcent
d'	de
un	un
liquide	liquide
réparti	répartir
canaux	canal
soutiennent	soutenir
Deux	Deux
structures	structure
différentes	différent
termes	terme
géométrie	géométrie
masse	masse
ayant	avoir
grande	grand
surface	surface
faible	faible
masse	masse
canaux	canal
étroits	étroit
massifs	massif
Ainsi	ainsi
vibration	vibration
l'	le
air	air
génère	générer
l'	le
onde	onde
acoustique	acoustique
entraîne	entraîne
tirent	tirent
canaux	canal
Or	or
basses	basse
fréquences	fréquence
vitesse	vitesse
faible	faible
c'	ce
est	est
à	à
dire	dire
d'	de
environ	environ
mètres	mètre
seconde	second
Aussi	aussi
est	être
-il	il
ralenti	ralenti
mouvement	mouvement
coordonné	coordonner
canaux	canal
sans	sans
autant	autant
bloqué	bloquer
En	en
revanche	revanche
hautes	haute
fréquences	fréquence
vitesse	vitesse
beaucoup	beaucoup
importante	important
l'	le
ordre	ordre
mètres	mètre
seconde	second
seuls	seul
bougent	bouger
Le	le
peut	pouvoir
traverser	traverser
mousse	mousse
Reste	reste
qu'	que
à	à
intermédiaires	intermédiaire
comportent	comporter
manière	manière
anormale	anormal
En	en
effet	effet
ils	il
déplacent	déplacer
à	à
l'	le
envers	envers
bougeant	bouger
vers	vers
gauche	gauche
l'	le
air	air
déplacé	déplacer
pousse	pouss
vers	vers
droite	droite
D'	de
où	où
l'	le
impossibilité	impossibilité
d'	de
un	un
déplacement	déplacement
canaux	canal
blocage	blocage
bulles	bulle
savon	savon
ceci	ceci
large	large
gamme	gamm
fréquences	fréquence
Des	un
résultats	résultat
permettent	permettre
mettre	mettre
fin	fin
mystère	mystère
devraient	devoir
moins	moins
long	long
terme	terme
conduire	conduire
sondes	sonde
acoustiques	acoustique
appliquées	appliqué
mousses	mousse
nombreuses	nombreux
peuplent	peupler
notre	notre
quotidien	quotidien
Resonant	resonant
Acoustic	Acoustic
Propagation	Propagation
and	and
Negative	Negative
Density	Density
in	in
Liquid	Liquid
Foams	Foams
J.	j.
Pierre	Pierre
B.	B.
Dollet	Dollet
and	and
V.	V.
Leroy	Leroy
Physical	physical
Review	Review
Letters	Letters
avril	avril
4ème	4ème
édition	édition
d'	de
Invest	Invest
in	in
Photonics	Photonics
Les	le
octobre	octobre
Bordeaux	Bordeaux
tiendra	tiendra
4ème	4ème
édition	édition
convention	convention
d'	de
affaires	affaire
internationale	international
Invest	Invest
in	in
Photonics	Photonics
Co-organisé	co-organiser
Chambre	chambre
Commerce	commerce
d'	de
Industrie	industrie
Bordeaux	Bordeaux
pôle	pôle
compétitivité	compétitivité
ALPhA	ALPhA
Route	Route
Lasers	Lasers
Aquitaine	aquitaine
Laser	Laser
Photonics	Photonics
and	and
Applications	application
CEA	cea
rendez-vous	rendez-vous
bisannuelle	bisannuelle
mettra	mettre
particulièrement	particulièrement
avant	avant
développements	développement
majeurs	majeur
secteur	secteur
industriel	industriel
secteurs	secteur
forte	fort
croissance	croissance
les	le
sciences	science
vie	vie
l'	le
électronique	électronique
grand	grand
public	public
l'	le
impression	impression
3D	3d
l'	le
environnement	environnement
l'	le
efficacité	efficacité
énergétique	énergétique
enfin	enfin
l'	le
aérospatial	aérospatial
transport	transport
Rappelons	Rappelons
événement	événement
l'	le
une	un
rares	rare
rencontres	rencontre
d'	de
affaires	affaire
permette	permette
rassembler	rassembler
lieu	lieu
analystes	analyste
industriels	industriel
premier	premier
plan	plan
investisseurs	investisseur
privés	priver
institutions	institution
financières	financier
PME	pme
financement	financement
fabricants	fabricant
d'	de
équipement	équipement
d'	de
origine	origine
OEM	OEM
consommateurs	consommateur
finaux	final
Qui	qui
est	être
rendez-vous	rendez-vous
où	où
attendus	attendre
quelque	quelque
participants	participant
invités	invité
internationaux	international
permet	permettre
d'	de
ouvrir	ouvrir
voie	voie
opportunités	opportunité
d'	de
affaires	affaire
mise	mise
relation	relation
La	le
photonique	photonique
passée	passer
d'	de
une	un
activité	activité
niche	niche
technologie	technologie
phare	phare
indispensable	indispensable
devenue	devenir
l'	le
une	un
industrie	industrie
clés	cler
21ème	21ème
siècle	siècle
explique	expliquer
Giorgio	Giorgio
Anania	Anania
Président	président
d'	de
Invest	Invest
in	in
Photonics	Photonics
Rappelons	Rappelons
marché	marché
photonique	photonique
devrait	devoir
représenter	représenter
milliards	milliard
dollars	dollar
d'	de
ici	ici
soit	soit
milliards	milliard
d'	de
euros	euro
En	en
Europe	Europe
industrie	industrie
emploie	employer
près	près
personnes	personne
majorité	majorité
d'	de
entre	entrer
elles	lui
travaillant	travailler
PME	pme
Précisons	précison
qu'	que
en	en
Europe	Europe
%	pourcent
l'	le
économie	économie
%	pourcent
main	main
d'	de
oeuvre	oeuvre
dépendent	dépendre
secteur	secteur
impacte	impact
directement	directement
trentaine	trentaine
millions	million
d'	de
emplois	emploi
A	a
jour	jour
Invest	Invest
in	in
Photonics	Photonics
permis	permettre
start	start
ups	up
participantes	participer
lever	lever
millions	million
d'	de
euros	euro
Calcul	calcul
Haute	haute
Performance	Performance
9ème	9èm
édition	édition
Forum	forum
TERATEC	teratec
Le	le
1er	premier
juillet	juillet
Palaiseau	Palaiseau
l'	le
Ecole	ecole
Polytechnique	Polytechnique
déroulera	dérouler
9ème	9èm
édition	édition
Forum	forum
Teratec	teratec
Rappelons	Rappelons
événement	événement
majeur	majeur
France	France
Europe	Europe
réunit	réunir
meilleurs	meilleur
experts	expert
internationaux	international
Simulation	simulation
HPC	HPC
High	High
Performance	Performance
Computing	Computing
haute	haute
performance	performanc
Ainsi	ainsi
participants	participant
attendus	attendre
rendez-vous	rendez-vous
proposera	proposer
sessions	session
plénières	plénier
ateliers	atelier
techniques	technique
exposition	exposition
matériels	matériel
logiciels	logiciel
services	service
stands	stand
regroupant	regrouper
principaux	principal
acteurs	acteur
HPC	HPC
constructeurs	constructeur
éditeurs	éditeur
fournisseurs	fournisseur
intégrateurs	intégrateur
solutions	solution
matérielles	matériel
logicielles	logicielle
services	service
universités	université
laboratoires	laboratoire
recherche	recherche
pôle	pôle
compétitivité	compétitivité
organismes	organisme
publics	public
Les	le
sessions	session
plénières	plénier
mardi	mardi
1er	premier
juillet	juillet
centrées	centrer
défis	défi
technologiques	technologique
simulation	simulation
numérique	numérique
haute	haute
performance	performanc
permettront	permettre
donner	donner
parole	parole
personnalités	personnalité
politique	politique
économique	économique
académique	académique
utilisateurs	utilisateur
industriels	industriel
internationaux	international
apporteront	apporter
témoignages	témoignage
enfin	enfin
offreurs	offreur
leaders	leader
technologies	technologie
viendront	viendront
présentations	présentation
Le	le
lendemain	lendemain
ateliers	atelier
techniques	technique
orientés	orienté
technologies	technologie
tels	tel
systèmes	système
complexes	complexe
l'	le
efficacité	efficacité
énergétique	énergétique
nouveaux	nouveau
outils	outil
logiciels	logiciel
big	big
data	dater
ateliers	atelier
applicatifs	applicatif
orientés	orienté
usages	usager
matériaux	matériau
santé	santé
modélisation	modélisation
urbaine	urbain
simulation	simulation
végétal	végétal
permettront	permettre
point	point
technologies	technologier
émergentes	émergente
nouveaux	nouveau
secteurs	secteur
d'	de
application	application
HPC	HPC
5ème	5ème
édition	édition
d'	de
Inosport	inosport
l'	le
innovation	innovation
filière	filière
sport	sport
loisirs	loisir
santé	santé
bien	bien
être	être
Le	le
juin	juin
Voiron	Voiron
Alpes	Alpes
déroulera	dérouler
5ème	5ème
édition	édition
d'	de
Inosport	inosport
Cette	ce
rencontre	rencontre
annuelle	annuel
l'	le
innovation	innovation
filière	filière
sport	sport
loisirs	loisir
santé	santé
bien	bien
être	être
événement	événement
unique	unique
Europe	Europe
propose	proposer
quelque	quelque
professionnels	professionnel
attendus	attendre
parmi	parmi
lesquels	lequel
%	pourcent
provenance	provenance
pays	pays
européens	européen
découvrir	découvrir
innovations	innovation
seront	être
incontournables	incontournable
demain	demain
d'	de
appréhender	appréhender
applications	application
domaines	domaine
divers	divers
Car	car
soit	être
domaine	domaine
matériaux	matériau
produits	produit
équipements	équipement
matière	matière
comportement	comportement
d'	de
usage	usage
rapport	rapport
étroit	étroit
produit	produit
pratiquant	pratiquer
l'	le
innovation	innovation
véritable	véritable
moteur	moteur
secteur	secteur
sport	sport
loisirs	loisir
santé	santé
bien	bien
être	être
Au	au
programme	programme
journée	journée
accueillera	accueillir
grand	grand
témoin	témoin
Stéphane	Stéphane
Diagana	Diagana
fut	être
champion	champion
haies	haie
détient	détenir
toujours	toujours
record	record
d'	de
Europe	Europe
discipline	discipline
tables	table
rondes	ronde
matériaux	matériau
innovants	innovant
utilisateur	utilisateur
connecté	connecter
show	show
room	room
innovations	innovation
rendez-vous	rendez-vous
d'	de
affaires	affaire
tests	test
démonstrations	démonstration
produits	produit
enfin	enfin
remise	remettre
concours	concours
Inosport	inosport
Dégustation	dégustation
d'	de
un	un
quelle	quell
part	part
psychologique	psychologique
Ingénieur	ingénieur
sciences	science
aliments	aliment
Jordi	Jordi
Ballester	Ballester
véritablement	véritablement
entré	entrer
l'	le
univers	univers
études	étude
qu'	que
il	il
effectuait	effectuer
Master	Master
Dijon	Dijon
Et	et
depuis	depuis
l'	le
a	avoir
quitté	quitté
Enseignant	enseigner
aujourd'hui	aujourd'hui
l'	le
Université	université
Bourgogne	Bourgogne
poursuivant	poursuivre
l'	le
équipe	équipe
Culture	culture
Expertise	expertise
Perception	perception
Centre	centre
Sciences	science
Goût	Goût
l'	le
Alimentation	alimentation
CSGA	CSGA
Dijon	Dijon
après	après
s'	se
être	être
beaucoup	beaucoup
intéressé	intéresser
chimie	chimie
vin	vin
travaille	travailler
désormais	désormais
l'	le
essentiel	essentiel
perception	perception
liée	lier
psychologie	psychologie
dégustateurs	dégustateur
Des	un
suscitent	susciter
l'	le
intérêt	intérêt
producteurs	producteur
vins	vin
Une	un
l'	le
on	on
pénétré	pénétrer
l'	le
univers	univers
vin	vin
piégé	piéger
l'	le
on	on
peut	pouvoir
souhaiter	souhaiter
travailler	travailler
secteur	secteur
reconnaît	reconnaître
Jordi	Jordi
Ballester	ballester
Ainsi	ainsi
après	après
avoir	avoir
obtenu	obtenir
diplôme	diplôme
d'	de
ingénieur	ingénieur
sciences	science
aliments	aliment
l'	le
Université	université
Polytechnique	Polytechnique
Valencia	Valencia
Espagne	Espagne
séjour	séjour
Erasmus	Erasmus
l'	le
a	avoir
conduit	conduire
Dijon	Dijon
effectuer	effectuer
stage	stage
DEA	DEA
Master	Master
avant	avant
d'	de
entamer	entamer
thèse	thèse
Nous	nous
avions	avion
ambition	ambition
décortiquer	décortiquer
arômes	arôme
Chardonnay	Chardonnay
tant	tant
plan	plan
chimique	chimique
d'	de
un	un
point	point
vue	vue
sensoriel	sensoriel
précise	préciser
-t	-t
-il	il
En	en
fait	fait
s'	se
agissait	agir
ni	ni
ni	ni
moins	moins
découvrir	découvrir
molécule	molécul
magique	magique
cela	celer
avait	avoir
vignoble	vignobl
bordelais	bordeler
Sauvignon	Sauvignon
blanc	blanc
Alsace	Alsace
Gewurztraminer	Gewurztraminer
Car	car
l'	le
on	on
connaît	connaître
Chardonnay	chardonnay
sait	savoir
toujours	toujours
qui	qui
chimiquement	chimiquement
permet	permettre
dégustateurs	dégustateur
reconnaître	reconnaître
Une	un
thèse	thèse
scientifique	scientifique
beaucoup	beaucoup
chimie	chimie
petite	petit
partie	partie
touchant	toucher
psychologie	psychologie
cognitive	cognitif
souvient	souvenir
-il	il
Mais	mais
quelques	quelque
molécules	molécule
candidates	candidat
découvertes	découverte
s'	se
est	être
avéré	avérer
qu'	que
en	en
molécule	molécul
magique	magique
c'	ce
était	être
davantage	davantage
l'	le
équilibre	équilibre
d'	de
une	un
quinzaine	quinzaine
composés	composer
dépendaient	dépendaient
arômes	arôme
Chardonnay	Chardonnay
Après	après
année	année
d'	de
enseignement	enseignement
d'	de
AgroSup	AgroSup
Dijon	Dijon
Jordi	Jordi
Ballester	Ballester
allé	aller
Canada	Canada
l'	le
Ontario	Ontario
post-doc	post-doc
visant	viser
identifier	identifier
marqueurs	marqueur
d'	de
authentification	authentification
vins	vin
glace	glace
particularité	particularité
rappelons	rappelon
le	le
d'	de
être	être
produit	produire
partir	partir
raisins	raisin
vendangés	vendanger
gelés	gelé
De	de
retour	retour
France	France
intégré	intégré
l'	le
Université	université
Bourgogne	Bourgogne
enseigner	enseigner
dégustation	dégustation
dispenser	dispenser
théorique	théorique
méthodologie	méthodologie
d'	de
analyse	analyse
sensorielles	sensoriel
Parallèlement	parallèlement
poursuit	poursuivre
CSGA	csga
l'	le
équipe	équipe
Culture	culture
Expertise	expertise
Perception	perception
portent	porter
principalement	principalement
perception	perception
psychologie	psychologie
dégustateurs	dégustateur
Je	je
m'	me
intéresse	intéresser
beaucoup	beaucoup
l'	le
expertise	expertise
indique	indique
-t	-t
-il	il
Il	il
pu	pouvoir
montrer	montrer
contrairement	contrairement
idée	idée
reçue	recevoir
novices	novice
experts	expert
disposent	disposer
mêmes	même
atouts	atout
matière	matière
sensoriel	sensoriel
La	le
différence	différence
niveau	niveau
l'	le
apprentissage	apprentissage
d'	de
un	un
vocabulaire	vocabulaire
l'	le
organisation	organisation
connaissances	connaissance
mémorisées	mémoriser
Par	par
ailleurs	ailleurs
l'	le
expert	expert
goûte	goûter
manière	manière
délibérée	délibéré
novice	novice
attention	attention
contexte	contexte
dégustation	dégustation
qu'	que
au	au
lui-même	lui-même
résume	résumer
chercheur	chercheur
Face	face
cyber-criminalité	cyber-criminalité
Trustinsoft	Trustinsoft
durcit	durcit
logiciels	logiciel
nos	notre
outils	outil
numériques	numérique
Le	le
l'	le
économie	économie
numérique	numérique
exige	exiger
confiance	confiance
part	part
utilisateurs	utilisateur
implique	impliquer
derniers	dernier
d'	de
utiliser	utiliser
outils	outil
garantis	garanti
contre	contre
attaques	attaque
informatiques	informatique
Jeune	jeune
start	start
up	up
créée	créée
peu	peu
d'	de
un	un
an	an
installée	installée
d'	de
IncubAlliance	incuballiance
l'	le
incubateur	incubateur
technologique	technologique
Campus	Campus
Paris	Paris
Saclay	Saclay
Ile	Ile
de	de
France	France
Trustinsoft	Trustinsoft
partant	partir
d'	de
une	un
technologie	technologie
développée	développer
CEA	cea
collaboration	collaboration
l'	le
Inria	inria
permet	permettre
d'	de
analyser	analyser
sûreté	sûreté
logiciels	logiciel
commande	commande
critiques	critique
l'	le
aéronautique	aéronautique
nucléaire	nucléaire
conçu	concevoir
commercialise	commercialise
méthodes	méthode
outils	outil
applicables	applicable
désormais	désormais
smartphones	smartphone
systèmes	système
contrôle	contrôle
industriel	industriel
Permettant	permettre
d'	de
accroître	accroître
fiabilité	fiabilité
derniers	dernier
garantissant	garantir
contre	contre
certaines	certain
attaques	attaque
informatiques	informatique
Trustinsoft	Trustinsoft
technologie	technologie
utilisée	utiliser
Etats-Unis	Etats-Unis
vient	venir
d'	de
être	être
