mot	racine
dite	dit
coagulation	coagul
l'	l'
on	on
appelle	appel
caillage	caillag
consiste	consist
mettre	mettr
cuve	cuv
dose	dos
préparation	prépar
coagulante	coagul
pouvant	pouv
varier	vari
dix	dix
cent	cent
millilitres	millilitr
litres	litr
lait	lait
Il	il
s'	s'
agit	agit
faibles	faibl
doses	dos
doses	dos
parfois	parfois
qualifiables	qualifi
d'	d'
homéopathiques	homéopath
rappelle	rappel
Eric	eric
Notz	notz
délégué	délégu
régional	régional
d'	d'
Actilait	actil
coordinateur	coordin
COAG	coag
réalisé	réalis
l'	l'
Unité	unit
Mixte	mixt
Technologique	technolog
UMT	umt
Poligny	poligny
S'	s'
il	il
existe	exist
différentes	différent
coagulantes	coagul
veau	veau
reste	rest
aujourd'hui	aujourd'hui
utilisée	utilis
Rappelons	rappelon
préparation	prépar
coagulante	coagul
extraite	extrait
caillette	caillet
c'	c'
est	est
à	à
dire	dir
quatrième	quatriem
proche	proch
l'	l'
estomac	estomac
jeunes	jeun
ruminants	rumin
abattus	abattus
avant	avant
sevrage	sevrag
contient	contient
actives	activ
chymosine	chymosin
majoritaire	majoritair
pepsine	pepsin
proportion	proport
augmente	augment
l'	l'
âge	âge
veau	veau
En	en
coagulantes	coagul
différentes	différent
utilisées	utilis
fromagerie	fromager
renferment	renferment
d'	d'
autres	autr
éléments	élément
spécialistes	spécial
appellent	appellent
support	support
varie	var
d'	d'
un	un
fabricant	fabric
autre	autr
Or	or
estime	estim
support	support
peut	peut
contenir	conten
NaCl	nacl
phosphate	phosphat
fraction	fraction
azotée	azot
conservateurs	conserv
pourrait	pourr
contribuer	contribu
l'	l'
élaboration	élabor
caractéristiques	caractérist
sensorielles	sensoriel
fromages	fromag
affinés	affin
précise	précis
coordinateur	coordin
COAG	coag
La	la
phase	phas
consisté	consist
réaliser	réalis
enquête	enquêt
terrain	terrain
visant	vis
brosser	bross
panorama	panoram
général	général
disponibles	disponibl
marché	march
A	a
occasion	occas
chimique	chimiqu
d'	d'
un	un
ensemble	ensembl
d'	d'
échantillons	échantillon
représentatifs	représent
analysée	analys
Les	le
résultats	résultat
obtenus	obtenus
confirment	confirment
qu'	qu'
il	il
existe	exist
variabilité	variabl
significative	signif
non	non
enzymatique	enzymat
coagulants	coagul
Les	le
différences	différent
visibles	visibl
minérale	minéral
protéique	protéiqu
coagulantes	coagul
Elles	elle
dépendent	dépendent
non	non
seulement	seul
type	typ
d'	d'
enzyme	enzym
fabricants	fabric
indique	indiqu
Eric	eric
Notz	notz
Il	il
semblerait	sembl
qu'	qu'
en	en
type	typ
d'	d'
enzyme	enzym
modes	mod
préparation	prépar
d'	d'
extraction	extract
utilisés	utilis
modulent	modulent
minérale	minéral
protéique	protéiqu
coagulants	coagul
Précisons	précison
résultats	résultat
identiques	ident
obtenus	obtenus
dits	dit
traditionnels	traditionnel
fabriqués	fabriqu
fromagerie	fromager
Importants	import
premiers	premi
résultats	résultat
devraient	devr
l'	l'
objet	objet
d'	d'
une	une
publication	publiqu
scientifique	scientif
prochains	prochain
mois	mois
Pour	pour
l'	l'
heure	heur
COAG	coag
poursuit	poursuit
l'	l'
UMT	umt
Poligny	poligny
L'	l'
INRA	inra
continue	continu
développer	développ
techniques	techniqu
dosage	dosag
immunochimique	immunochim
détecter	détect
quantifier	quantifi
faibles	faibl
doses	dos
chymosine	chymosin
pepsine	pepsin
bovine	bovin
présentes	présent
fromages	fromag
Actilait	actil
l'	l'
ISBA	isba
poursuivent	poursuivent
l'	l'
INRA	inra
l'	l'
analyse	analys
l'	l'
impact	impact
industrielles	industriel
propriétés	propriet
fromagères	fromager
lait	lait
Un	un
spécifique	spécif
réflexion	réflexion
concernant	concern
l'	l'
impact	impact
traditionnelles	traditionnel
telles	tel
recuites	recuit
qualité	qualit
finale	final
fromages	fromag
Autant	aut
déroulent	déroulent
évidemment	évident
sous	sous
l'	l'
oeil	oeil
attentif	attent
profession	profess
tant	tant
enjeux	enjeux
importants	import
Un	un
fromager	fromag
avant	avant
fonctionnalité	fonctionnal
soit	soit
garantie	garant
Or	or
effets	effet
insoupçonnés	insoupçon
apparaissent	apparaissent
parfois	parfois
impute	imput
présure	présur
Cela	cel
dit	dit
infime	infim
soit	soit
quantité	quantit
utilisée	utilis
fabrication	fabriqu
d'	d'
un	un
fromage	fromag
celle-ci	celle-c
renferme	renferm
peut	peut
éléments	élément
pouvant	pouv
modifier	modifi
qualité	qualit
produit	produit
final	final
estime	estim
Eric	eric
Notz	notz
A	a
terme	term
COAG	coag
devrait	devr
permettre	permettr
publication	publiqu
d'	d'
un	un
certain	certain
nombre	nombr
recommandations	recommand
termes	term
fabrication	fabriqu
destinées	destin
fournisseurs	fournisseur
présures	présur
1)L'	1)l'
UMT	umt
Poligny	poligny
regroupe	regroup
partenaires	partenair
complémentaires	complémentair
domaine	domain
filière	fili
l'	l'
INRA	inra
URTAL	urtal
Unité	unit
Recherche	recherch
Technologie	technolog
Analyses	analys
Laitières	laiti
Poligny	poligny
l'	l'
Institut	institut
Sciences	scienc
Biotechnologies	biotechnolog
l'	l'
Agroalimentaire	agroalimentair
ISBA	isba
regroupe	regroup
ENIL	enil
Franche	franch
Comté	comt
Poligny	poligny
Mamirolle	mamiroll
l'	l'
Institut	institut
technique	techniqu
lait	lait
produits	produit
laitiers	laiti
Actilait	actil
Des	de
neurones	neuron
particuliers	particuli
impliqués	impliqu
l'	l'
apprentissage	apprentissag
rapide	rapid
cartographie	cartograph
lieux	lieux
Pour	pour
individu	individu
survivre	survivr
implique	impliqu
obligatoirement	obligatoir
pouvoir	pouvoir
localiser	localis
permanence	permanent
environnement	environ
Mais	mais
comment	comment
cerveau	cerveau
individu	individu
cartographie	cartograph
mémorise	mémoris
l'	l'
environnement	environ
lequel	lequel
évolue	évolu
lui	lui
permettre	permettr
s'	s'
orienter	orient
C'	c'
est	est
question	question
laquelle	laquel
Jérôme	jérôm
Epsztein	epsztein
chercheur	chercheur
Inserm	inserm
l'	l'
Unité	unit
Institut	institut
Neurobiologie	neurobiolog
Méditerranée	méditerran
collaborateurs	collabor
Michael	michael
Brecht	brecht
l'	l'
Université	univers
Humboldt	humboldt
Berlin	berlin
Albert	albert
Lee	le
l'	l'
Institut	institut
Médical	médical
Howard	howard
Hugues	hugu
Virginie	virgin
tentent	tentent
d'	d'
apporter	apport
réponses	répons
Rappelons	rappelon
qu'	qu'
il	il
ans	an
dites	dit
de	de
lieu	lieu
découvertes	découvert
chez	chez
l'	l'
animal	animal
Localisés	localis
l'	l'
hippocampe	hippocamp
neurones	neuron
particuliers	particuli
activés	activ
lorsque	lorsqu
l'	l'
animal	animal
trouve	trouv
lieu	lieu
donné	don
environnement	environ
D'	d'
où	où
nom	nom
Reste	rest
jusqu'	jusqu'
à	à
présent	présent
personne	person
n'	n'
a	a
réussi	réuss
expliquer	expliqu
pourquoi	pourquoi
certains	certain
neurones	neuron
l'	l'
hippocampe	hippocamp
actifs	actif
environnement	environ
donné	don
majorité	major
d'	d'
entre	entre
eux	eux
reste	rest
silencieux	silenci
environnement	environ
identique	ident
D'	d'
où	où
l'	l'
importance	import
menés	men
Jérôme	jérôm
Epsztein	epsztein
collaborateurs	collabor
conduit	conduit
développer	développ
nouvelle	nouvel
technique	techniqu
permettant	permet
d'	d'
enregistrer	enregistr
in	in
vivo	vivo
l'	l'
activité	activ
intracellulaire	intracellulair
cellules	cellul
lieu	lieu
chez	chez
rat	rat
pendant	pend
celui-ci	celui-c
explore	explor
espace	espac
environnant	environ
Très	tres
sensible	sensibl
technique	techniqu
permet	permet
non	non
seulement	seul
d'	d'
enregistrer	enregistr
messages	messag
envoyés	envoi
cellules	cellul
font	font
techniques	techniqu
classiques	classiqu
messages	messag
reçus	reçus
neurones	neuron
propriétés	propriet
fondamentales	fondamental
neurones	neuron
Ainsi	ains
grâce	grâc
technique	techniqu
pu	pu
comparer	compar
précisément	précis
propriétés	propriet
dites	dit
de	de
lieu	lieu
celles	cel
dites	dit
silencieuses	silenci
l'	l'
animal	animal
explorait	explor
environnement	environ
apprenait	appren
s'	s'
y	y
repérer	reper
Les	le
enregistrements	enregistr
effectués	effectu
permis	perm
mettre	mettr
évidence	évident
supposaient	suppos
cellules	cellul
lieu	lieu
reçoivent	reçoivent
davantage	davantag
messages	messag
excitateurs	excit
celllules	celllul
silencieuses	silenci
environnement	environ
donné	don
Parallèlement	parallel
observé	observ
cellules	cellul
lieu	lieu
présentent	présentent
propriétés	propriet
différentes	différent
cellules	cellul
silencieuses	silenci
facilitent	facilitent
réponse	répons
stimulus	stimulus
donné	don
Plus	plus
surprenant	surpren
différences	différent
propriétés	propriet
pu	pu
observées	observ
avant	avant
l'	l'
animal	animal
soit	soit
confronté	confront
nouvelle	nouvel
expérience	expérient
mémoriser	mémoris
Jérôme	jérôm
Epsetein	epsetein
pense	pens
certains	certain
l'	l'
hippocampe	hippocamp
seraient	ser
prédisposées	prédispos
cartographier	cartographi
potentiellement	potentiel
mémoriser	mémoris
prochain	prochain
environnement	environ
exploré	explor
Reste	rest
cerveau	cerveau
complexe	complex
plastique	plastiqu
réorganise	réorganis
chaque	chaqu
instant	instant
fonction	fonction
sollicitations	sollicit
qu'	qu'
il	il
reçoit	reçoit
Nos	nos
s'	s'
appliquent	appliquent
l'	l'
étude	étud
cerveau	cerveau
animaux	animal
instant	instant
donné	don
souligne	soulign
Jérôme	jérôm
Epsztein	epsztein
estime	estim
qu'	qu'
il	il
peut	peut
fort	fort
bien	bien
qu'	qu'
à	à
autre	autr
moment	moment
appréhender	appréhend
environnement	environ
différent	différent
cellules	cellul
silencieuses	silenci
deviennent	deviennent
cellules	cellul
lieu	lieu
suite	suit
modification	modif
propriétés	propriet
intrinsèques	intrinsequ
Des	de
peptides	peptid
diamètre	diametr
parfaitement	parfait
contrôlé	contrôl
Pouvoir	pouvoir
contrôler	contrôl
taille	taill
nano	nano
objets	objet
domaine	domain
nanotechnologies	nanotechnolog
d'	d'
une	une
importance	import
capitale	capital
Cette	cet
taille	taill
module	modul
propriétés	propriet
physiques	physiqu
matériaux	matérial
Mais	mais
jusqu'	jusqu'
à	à
présent	présent
tentatives	tentat
contrôle	contrôl
taille	taill
architectures	architectur
modification	modif
brique	briqu
unitaire	unitair
souvent	souvent
soldées	sold
échecs	échec
C'	c'
est	est
contexte	context
CEA	ce
iBiTec	ibitec
S	s
Institut	institut
Biologie	biolog
Technologies	technolog
Saclay	saclay
CNRS	cnr
d'	d'
Ipsen	ipsen
intéressés	intéress
petite	petit
molécule	molécul
Lanréotide	lanréotid
octapeptide	octapeptid
cyclique	cycliqu
c'	c'
est	est
à	à
dire	dir
peptide	peptid
composé	compos
acides	acid
aminés	amin
liés	li
successivement	success
formant	form
anneau	anneau
Analogue	analogu
l'	l'
hormone	hormon
naturelle	naturel
qu'	qu'
est	est
Somatostatine	somatostatin
Lanréotide	lanréotid
classiquement	classiqu
utilisé	utilis
médicament	médic
possède	possed
propriété	propriet
s'	s'
assembler	assembl
l'	l'
eau	eau
dimères	dimer
c'	c'
est	est
à	à
dire	dir
molécules	molécul
composées	compos
sous-unités	sous-un
Or	or
type	typ
structures	structur
auto-assemblées	auto-assembl
constitue	constitu
approche	approch
intéressante	intéress
synthèse	synthes
nanomatériaux	nanomatérial
forme	form
taille	taill
systèmes	system
principalement	principal
conditionnées	condition
structure	structur
briques	briqu
bases	bas
Supposant	suppos
acides	acid
aminés	amin
assurant	assur
contacts	contact
peptides	peptid
régissent	reg
rayon	rayon
courbure	courbur
nanotubes	nanotub
conçu	conçu
modèle	model
géométrique	géometr
explique	expliqu
quelle	quel
mesure	mesur
modification	modif
quelques	quelqu
angströms	angström
structure	structur
base	bas
peptide	peptid
peut	peut
influer	influ
taille	taill
nanotube	nanotub
En	en
utilisant	utilis
modèle	model
ils	il
peuvent	peuvent
rationaliser	rationalis
voire	voir
prédire	prédir
diamètres	diametr
générés	géner
Restait	rest
procéder	proced
vérification	vérif
expérimentale	expérimental
consisté	consist
synthétiser	synthétis
analogues	analogu
Lanréotide	lanréotid
substituant	substitu
manière	mani
ciblée	cibl
acide	acid
autre	autr
Il	il
s'	s'
agissait	agiss
démontrer	démontr
modification	modif
d'	d'
un	un
acide	acid
impliqué	impliqu
contact	contact
peptides	peptid
entraîne	entraîn
variation	variat
diamètre	diametr
manière	mani
contrôlée	contrôl
Ils	il
obtenu	obtenu
gamme	gamm
allant	allant
nm	nm
diamètre	diametr
fonction	fonction
l'	l'
acide	acid
incorporé	incorpor
La	la
caractérisation	caractéris
différentes	différent
architectures	architectur
réalisée	réalis
microscopie	microscop
électronique	électron
diffusion	diffus
rayons	rayon
X	x
synchrotron	synchrotron
SOLEIL	soleil
permis	perm
démontrer	démontr
diamètre	diametr
effectivement	effect
corrélé	correl
taille	taill
l'	l'
acide	acid
introduit	introduit
qu'	qu'
un	un
peptide	peptid
donné	don
forme	form
spontanément	spontan
d'	d'
un	un
seul	seul
diamètre	diametr
A	a
terme	term
systèmes	system
auto-assemblés	auto-assembl
biomimétiques	biomimet
pourraient	pourr
utilisés	utilis
moules	moul
Les	le
montré	montr
l'	l'
utilisation	utilis
moules	moul
permet	permet
maîtriser	maîtris
production	product
silice	silic
diamètre	diametr
spécifique	spécif
ouvre	ouvr
voie	voi
large	larg
panel	panel
d'	d'
applications	appliqu
domaine	domain
nanotechnologies	nanotechnolog
Identification	identif
clés	clé
pourraient	pourr
doper	dop
production	product
d'	d'
huile	huil
palme	palm
Le	le
huile	huil
dattier	datti
cocotier	cocoti
arbre	arbre
économiquement	économ
important	import
puisqu'	puisqu'
il	il
représente	représent
culture	cultur
oléagineuse	oléagin
monde	mond
production	product
mondiale	mondial
productive	product
l'	l'
hectare	hectar
tonnes	ton
l'	l'
hectare	hectar
an	an
moyenne	moyen
variétés	variet
récentes	récent
pouvant	pouv
produire	produir
jusqu'	jusqu'
à	à
tonnes	ton
l'	l'
hectare	hectar
an	an
Cela	cel
dit	dit
malgré	malgr
importance	import
économique	économ
estime	estim
culture	cultur
devrait	devr
représenter	représent
production	product
mondiale	mondial
potentialités	potential
développement	développ
arbres	arbre
présentent	présentent
particularité	particular
pouvoir	pouvoir
cultivés	cultiv
régions	région
chaudes	chaud
conséquent	conséquent
presque	presqu
exclusivement	exclus
pays	pay
voie	voi
développement	développ
font	font
l'	l'
objet	objet
peu	peu
recherches	recherch
D'	d'
où	où
l'	l'
importance	import
menés	men
Laboratoire	laboratoir
Biogenèse	biogenes
Membranaire	membranair
CNRS	cnr
Université	univers
Bordeaux	bordeau
Ségalen	ségalen
collaboration	collabor
américain	américain
camerounais	cameroun
tunisiens	tunisien
permis	perm
d'	d'
identifier	identifi
responsables	respons
l'	l'
accumulation	accumul
l'	l'
huile	huil
chez	chez
palmier	palmi
C'	c'
est	est
participation	particip
active	activ
plateformes	plateform
métabolome	métabolom
d'	d'
imagerie	imager
BIC	bic
Centre	centr
génomique	génom
fonctionnelle	fonctionnel
Bordeaux	bordeau
soutien	soutien
Conseil	conseil
Régional	régional
d'	d'
Aquitaine	aquitain
étudié	étudi
régulation	régul
transcriptionnelle	transcriptionnel
l'	l'
accumulation	accumul
l'	l'
huile	huil
fruit	fruit
huile	huil
Ils	il
comparé	compar
transcriptomes	transcriptom
c'	c'
est	est
à	à
dire	dir
l'	l'
ensemble	ensembl
transcrits	transcrit
fruit	fruit
l'	l'
huile	huil
peut	peut
contenir	conten
jusqu'	jusqu'
à	à
d'	d'
huile	huil
maturité	matur
celui	celui
dattier	datti
n'	n'
en	en
contient	contient
pas	pas
De	de
sorte	sort
ils	il
pu	pu
identifier	identifi
clés	clé
l'	l'
accumulation	accumul
l'	l'
huile	huil
Des	de
résultats	résultat
pourraient	pourr
permettre	permettr
d'	d'
ouvrir	ouvr
pistes	pist
prometteuses	promet
pouvoir	pouvoir
terme	term
augmenter	augment
teneur	teneur
huile	huil
palmiers	palmi
certaines	certain
graines	grain
oléagineuses	oléagin
cultivées	cultiv
Europe	europ
Colza	colz
tournesol	tournesol
12ème	12em
Journée	journ
Hélio	hélio
SPIR	spir
autour	autour
chimiométrie	chimiometr
Le	le
septembre	septembr
Montpellier	montpelli
l'	l'
Assocation	assoc
française	français
spectroscopie	spectroscop
proche	proch
infrarouge	infraroug
Hélio	hélio
SPIR	spir
organise	organis
conférence	conférent
annuelle	annuel
intitulée	intitul
La	la
chimiométrie	chimiometr
service	servic
spectroscopie	spectroscop
proche	proch
infrarouge	infraroug
L'	l'
objectif	object
conférence	conférent
d'	d'
expliquer	expliqu
façon	façon
didactique	didact
certaines	certain
méthodes	méthod
chimiométriques	chimiometr
appliquées	appliqu
spectroscopie	spectroscop
proche	proch
infrarouge	infraroug
grâce	grâc
experts	expert
domaine	domain
Ces	ce
interventions	intervent
seront	seront
suivies	suiv
d'	d'
applications	appliqu
pratiques	pratiqu
industrielles	industriel
issues	issu
divers	diver
domaines	domain
agricole	agricol
pharmaceutique	pharmaceut
Les	le
méthodes	méthod
abordées	abord
seront	seront
discrimination	discrimin
transfert	transfert
inter-instruments	inter-instru
prétraitements	prétrait
spectroscopiques	spectroscop
l'	l'
estimation	estim
validité	valid
d'	d'
une	une
prédiction	prédict
Des	de
PME	pme
chassent	chassent
meute	meut
l'	l'
objectif	object
cluster	clust
EDEN	eden
A	a
jour	jour
elles	elle
entreprises	entrepris
l'	l'
objectif	object
affiché	affich
qu'	qu'
elles	elle
soient	soient
courant	cour
Elles	elle
commun	commun
travailler	travaill
secteur	secteur
défense	défens
nationale	national
internationale	international
d'	d'
être	être
innovantes	innov
et	et
est	est
exportatrices	export
Complémentaires	complémentair
elles	elle
toutes	tout
adhérentes	adhérent
d'	d'
EDEN	eden
cluster	clust
PME	pme
indépendantes	indépend
créé	cré
fin	fin
sous	sous
l'	l'
égide	égid
Chambre	chambr
Commerce	commerc
d'	d'
Industrie	industr
CCI	cci
Lyon	lyon
Direction	direct
Générale	général
l'	l'
Armement	armement
DGA	dga
En	en
fédérant	féder
PME	pme
qui	qui
jusqu'	jusqu'
alors	alor
travaillaient	travaill
isolément	isol
EDEN	eden
permet	permet
celles-ci	celles-c
communiquer	communiqu
davantage	davantag
elles	elle
d'	d'
être	être
visibles	visibl
niveau	niveau
national	national
international	international
